speed,acceleration,steering_angle,distance_ahead,lane_position,traffic_density,traffic_light,obstacle_detected,road_condition,weather,road_curvature,action
43.06,-1.99,-8.33,18.16,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
75.37,3.52,-11.82,4.41,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
59.48,-3.95,-18.02,159.32,RIGHT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
104.29,0.89,-23.06,76.13,CENTER,HIGH,NONE,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
43.83,-2.39,9.25,122.5,RIGHT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
0.1,1.1,-7.99,38.33,RIGHT,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
19.41,-2.17,0.16,58.52,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
141.16,-0.69,8.4,98.98,LEFT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
85.28,2.5,-3.74,95.54,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
98.05,1.24,0.51,129.25,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
118.59,3.18,10.76,49.01,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
106.24,2.39,5.57,165.8,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
11.59,-3.9,12.33,177.07,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
38.57,1.5,7.58,144.58,CENTER,MEDIUM,YELLOW,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
82.39,3.73,-3.13,83.89,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
20.81,-1.96,-6.73,26.01,CENTER,MEDIUM,NONE,NO,SLIPPERY,CLEAR,RIGHT,MAINTAIN_SPEED
13.0,2.41,-7.24,160.29,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
120.1,-1.28,-0.47,144.19,RIGHT,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
3.37,-0.36,14.84,121.47,CENTER,HIGH,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
39.56,-3.98,-11.1,170.63,LEFT,HIGH,YELLOW,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
44.96,6.02,-23.77,82.85,CENTER,HIGH,GREEN,NO,SLIPPERY,FOG,LEFT,TURN_LEFT
40.63,3.03,20.92,196.35,LEFT,LOW,NONE,NO,WET,CLEAR,LEFT,TURN_LEFT
55.69,-0.02,-16.34,108.09,LEFT,MEDIUM,RED,NO,SLIPPERY,RAIN,STRAIGHT,STOP
29.42,-3.86,7.05,186.96,LEFT,HIGH,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
42.96,-1.45,16.39,47.79,RIGHT,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
44.12,0.34,-6.36,111.38,CENTER,LOW,NONE,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
80.53,4.69,27.83,73.21,CENTER,MEDIUM,RED,NO,SLIPPERY,CLEAR,LEFT,STOP
89.49,-2.18,24.2,40.38,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
88.78,1.05,-32.0,110.67,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
124.55,-6.14,-14.26,113.16,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
52.08,1.71,6.13,110.1,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
97.57,1.54,-6.91,184.46,CENTER,LOW,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
22.11,1.14,-4.72,63.63,CENTER,LOW,RED,YES,SLIPPERY,RAIN,LEFT,BRAKE
104.13,0.6,-7.5,86.9,CENTER,HIGH,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
133.31,0.29,23.68,169.09,CENTER,MEDIUM,RED,NO,DRY,FOG,STRAIGHT,STOP
36.49,-1.77,6.76,162.78,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
99.01,-1.19,6.56,120.34,CENTER,LOW,RED,NO,WET,CLEAR,RIGHT,STOP
113.76,-2.22,1.12,117.41,CENTER,LOW,GREEN,YES,WET,RAIN,LEFT,MAINTAIN_SPEED
126.85,-0.75,-23.04,37.72,LEFT,LOW,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
123.92,0.35,-6.02,25.39,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,BRAKE
10.76,-2.49,1.44,91.03,CENTER,MEDIUM,NONE,NO,WET,CLEAR,LEFT,ACCELERATE
85.1,2.34,-22.52,154.18,CENTER,LOW,GREEN,NO,WET,FOG,STRAIGHT,MAINTAIN_SPEED
86.67,3.82,-11.84,40.9,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
5.05,1.51,-18.76,182.39,RIGHT,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
4.42,-0.29,15.08,18.63,RIGHT,LOW,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
76.6,-0.13,-6.46,181.24,RIGHT,LOW,NONE,NO,WET,RAIN,RIGHT,MAINTAIN_SPEED
57.57,-1.99,10.9,137.09,CENTER,LOW,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
137.09,0.82,-18.4,74.73,RIGHT,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,STOP
124.32,1.55,-9.45,71.37,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
100.55,-1.64,-14.59,175.06,RIGHT,HIGH,RED,NO,SLIPPERY,RAIN,STRAIGHT,STOP
125.78,-0.96,2.73,127.19,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
124.9,2.41,-8.33,69.49,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
143.93,2.08,0.56,98.83,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
97.56,-1.81,-21.98,70.71,CENTER,LOW,YELLOW,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
34.1,5.66,1.75,30.14,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
89.06,4.22,1.07,127.19,RIGHT,MEDIUM,GREEN,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
85.47,-3.55,17.09,27.41,CENTER,HIGH,RED,YES,SLIPPERY,CLEAR,STRAIGHT,STOP
83.47,-2.96,-2.17,72.37,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
118.01,-3.09,8.28,188.63,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
106.8,2.84,-3.14,137.56,LEFT,HIGH,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
90.68,2.57,-20.69,31.93,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
33.02,-2.22,19.61,19.15,LEFT,LOW,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
67.09,4.28,-10.56,5.04,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
98.61,2.25,-2.79,158.47,LEFT,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
43.98,-0.92,-0.64,17.73,CENTER,MEDIUM,NONE,YES,DRY,CLEAR,STRAIGHT,BRAKE
37.4,-0.61,7.28,158.03,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
4.97,1.86,10.94,86.28,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
0.45,-2.64,33.53,144.39,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
100.79,-3.54,-14.98,52.57,CENTER,MEDIUM,NONE,YES,DRY,CLEAR,RIGHT,TURN_RIGHT
15.27,-0.2,-1.1,110.06,CENTER,LOW,RED,NO,DRY,FOG,LEFT,BRAKE
89.68,0.25,-10.29,118.71,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
70.18,3.55,-7.67,169.28,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
147.4,-0.28,-2.22,156.59,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,RIGHT,STOP
117.87,4.73,3.12,117.77,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
46.88,2.22,-17.55,191.58,LEFT,HIGH,NONE,YES,WET,CLEAR,RIGHT,ACCELERATE
122.52,-1.24,1.73,25.52,LEFT,HIGH,NONE,NO,WET,CLEAR,STRAIGHT,BRAKE
133.92,3.71,-17.16,140.6,LEFT,HIGH,YELLOW,NO,DRY,RAIN,RIGHT,BRAKE
142.61,-0.49,5.97,168.04,LEFT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
42.56,1.98,22.23,171.03,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
140.9,-0.08,-16.05,65.4,RIGHT,LOW,RED,NO,DRY,CLEAR,RIGHT,STOP
138.04,-1.46,-3.72,147.93,CENTER,HIGH,YELLOW,NO,DRY,RAIN,STRAIGHT,BRAKE
51.24,-0.91,12.07,148.64,CENTER,HIGH,NONE,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
15.24,1.3,19.14,39.23,CENTER,HIGH,YELLOW,NO,WET,RAIN,LEFT,TURN_LEFT
17.97,-4.4,-18.78,58.28,CENTER,MEDIUM,NONE,NO,SLIPPERY,CLEAR,LEFT,TURN_LEFT
144.06,-0.3,-7.81,184.86,CENTER,HIGH,RED,NO,DRY,CLEAR,LEFT,STOP
9.3,-2.17,-20.63,73.03,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
120.88,-0.7,17.08,74.46,CENTER,HIGH,NONE,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
75.48,1.05,-7.63,21.13,RIGHT,LOW,GREEN,NO,WET,FOG,STRAIGHT,BRAKE
88.98,-1.36,12.34,52.35,CENTER,HIGH,GREEN,NO,DRY,FOG,LEFT,TURN_LEFT
67.23,-2.85,23.69,83.23,RIGHT,HIGH,YELLOW,NO,WET,CLEAR,LEFT,BRAKE
71.85,-0.0,-26.08,48.17,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
40.34,-1.91,19.84,11.09,CENTER,MEDIUM,NONE,YES,WET,FOG,STRAIGHT,BRAKE
115.44,-1.3,26.13,129.09,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
22.84,0.38,13.65,126.15,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
15.11,-1.43,9.7,98.87,LEFT,LOW,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
101.08,-1.75,9.36,160.34,LEFT,LOW,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
131.54,-2.27,-21.21,164.7,CENTER,LOW,YELLOW,NO,WET,RAIN,RIGHT,BRAKE
137.52,-0.73,2.34,49.37,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,RIGHT,BRAKE
8.31,-1.28,11.47,63.89,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
20.14,2.84,16.03,53.5,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
44.94,-0.01,-5.06,75.22,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
60.27,-4.48,-5.68,16.4,RIGHT,LOW,NONE,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
63.08,2.77,16.06,75.05,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
111.27,4.58,-44.89,71.03,CENTER,MEDIUM,RED,NO,DRY,CLEAR,RIGHT,STOP
84.41,-0.32,11.66,70.56,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
106.04,-1.63,-2.44,165.26,CENTER,LOW,YELLOW,YES,DRY,CLEAR,RIGHT,BRAKE
67.81,-0.81,-12.25,78.69,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
141.34,-0.39,9.01,3.75,CENTER,HIGH,GREEN,YES,WET,CLEAR,STRAIGHT,STOP
37.78,-1.38,22.11,148.9,CENTER,MEDIUM,GREEN,NO,WET,FOG,RIGHT,TURN_RIGHT
10.67,2.49,1.4,57.87,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
111.05,-1.99,7.88,184.84,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
50.46,-0.32,-5.02,123.49,RIGHT,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
148.08,-5.63,-16.36,165.14,CENTER,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,STOP
121.49,4.71,8.3,12.99,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
43.05,0.06,-23.41,50.04,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
60.35,3.73,7.48,155.93,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
91.83,-0.61,23.78,90.86,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
92.64,-0.62,1.8,108.39,LEFT,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
63.92,0.03,16.76,185.21,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,LEFT,BRAKE
52.84,1.26,-20.94,185.12,CENTER,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
98.65,-1.96,0.8,122.36,CENTER,HIGH,YELLOW,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
23.56,5.38,4.59,175.64,CENTER,HIGH,GREEN,YES,DRY,RAIN,LEFT,CHANGE_LANE_RIGHT
35.28,-2.98,26.97,107.12,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
41.32,1.62,-6.78,165.88,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
147.99,-3.02,-4.0,159.85,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
65.03,5.07,8.33,179.24,LEFT,MEDIUM,RED,NO,SLIPPERY,CLEAR,RIGHT,STOP
89.32,1.21,23.96,172.59,LEFT,LOW,GREEN,YES,DRY,FOG,RIGHT,TURN_RIGHT
41.37,1.94,-14.15,158.55,RIGHT,HIGH,GREEN,YES,WET,CLEAR,LEFT,TURN_LEFT
36.92,1.59,-18.84,82.64,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
146.35,0.48,14.55,160.89,LEFT,MEDIUM,RED,NO,DRY,CLEAR,RIGHT,STOP
93.57,1.17,-10.11,192.92,LEFT,LOW,NONE,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
109.31,-1.57,11.72,97.24,RIGHT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
117.04,-0.79,-7.31,65.7,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,CHANGE_LANE_LEFT
93.54,-3.24,-5.26,138.05,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
23.14,-2.21,-14.07,138.02,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
84.9,-2.59,-5.67,135.25,RIGHT,LOW,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
26.62,5.09,9.51,4.05,CENTER,HIGH,RED,NO,WET,CLEAR,STRAIGHT,STOP
136.19,0.05,16.27,139.06,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
74.7,-2.19,17.85,198.54,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
125.37,5.04,1.85,126.22,CENTER,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
140.51,-0.79,-4.06,60.39,CENTER,MEDIUM,YELLOW,NO,WET,CLEAR,RIGHT,BRAKE
75.99,-2.36,-30.32,197.03,CENTER,HIGH,RED,YES,DRY,RAIN,STRAIGHT,STOP
147.75,0.31,-3.82,17.42,CENTER,HIGH,GREEN,YES,DRY,CLEAR,RIGHT,BRAKE
120.3,0.57,5.01,152.36,CENTER,LOW,GREEN,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
61.15,-0.29,16.15,184.13,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
135.11,0.94,18.06,76.92,LEFT,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
143.32,-1.97,23.65,41.77,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
13.21,2.84,12.22,130.77,LEFT,HIGH,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
62.03,-0.41,-0.77,112.07,LEFT,HIGH,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
28.89,1.78,4.82,121.8,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
113.98,2.52,16.07,26.19,LEFT,LOW,NONE,YES,DRY,CLEAR,RIGHT,BRAKE
114.9,-0.13,-3.25,179.38,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
147.47,1.2,14.07,124.24,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
131.42,2.55,-6.21,108.63,CENTER,LOW,RED,NO,SLIPPERY,CLEAR,STRAIGHT,STOP
137.63,0.66,-15.58,83.67,RIGHT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
128.28,-0.19,0.35,126.13,CENTER,LOW,NONE,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
110.56,0.32,8.12,151.28,LEFT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
28.38,1.56,8.24,120.88,CENTER,MEDIUM,NONE,NO,WET,CLEAR,LEFT,TURN_LEFT
61.95,-4.61,8.16,169.54,CENTER,LOW,GREEN,YES,WET,RAIN,LEFT,TURN_LEFT
144.42,-3.06,-18.33,74.34,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
124.75,1.51,-4.06,11.34,CENTER,HIGH,NONE,YES,DRY,RAIN,STRAIGHT,BRAKE
36.53,-3.15,-18.4,135.47,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
35.4,0.3,7.12,74.6,CENTER,LOW,RED,YES,DRY,CLEAR,STRAIGHT,BRAKE
2.87,1.79,-0.46,7.5,CENTER,LOW,RED,NO,WET,CLEAR,STRAIGHT,STOP
66.91,-0.73,-9.77,101.03,RIGHT,HIGH,YELLOW,NO,DRY,RAIN,STRAIGHT,BRAKE
54.32,-1.67,5.35,124.48,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
20.58,-4.04,16.06,98.31,CENTER,MEDIUM,YELLOW,YES,DRY,RAIN,STRAIGHT,ACCELERATE
103.91,-4.6,-20.11,68.97,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
27.56,0.43,1.58,81.04,CENTER,HIGH,GREEN,NO,WET,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
113.39,-1.52,-14.31,147.59,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
89.69,-0.37,-18.99,88.97,CENTER,HIGH,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
149.35,-0.04,-11.76,12.24,LEFT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
49.79,-1.81,2.64,2.67,RIGHT,LOW,NONE,NO,SLIPPERY,CLEAR,LEFT,MAINTAIN_SPEED
140.56,-0.87,-11.97,93.32,CENTER,MEDIUM,GREEN,YES,WET,FOG,STRAIGHT,MAINTAIN_SPEED
77.35,3.18,3.96,145.37,LEFT,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
76.34,-3.78,-11.48,17.72,LEFT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
115.43,1.18,1.39,108.27,CENTER,MEDIUM,NONE,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
11.75,-0.12,-8.19,91.44,RIGHT,HIGH,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
92.8,0.69,-3.71,37.04,LEFT,LOW,GREEN,YES,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
76.17,-0.21,-17.91,50.38,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
135.84,3.59,11.39,53.18,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
147.9,1.84,4.45,101.81,LEFT,MEDIUM,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
79.88,-0.55,-19.85,140.96,LEFT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
3.99,1.79,-4.1,81.24,CENTER,LOW,GREEN,YES,WET,CLEAR,STRAIGHT,ACCELERATE
40.2,-0.19,-10.86,180.86,RIGHT,LOW,YELLOW,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
4.24,-2.22,-13.52,47.15,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
115.81,-1.69,7.05,111.0,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
73.7,-1.53,-18.01,27.0,LEFT,LOW,NONE,NO,SLIPPERY,RAIN,LEFT,BRAKE
16.43,-1.52,24.49,198.8,CENTER,MEDIUM,GREEN,YES,DRY,FOG,STRAIGHT,ACCELERATE
105.13,0.9,19.42,91.49,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
16.01,0.54,-4.7,12.41,CENTER,HIGH,GREEN,YES,DRY,RAIN,STRAIGHT,CHANGE_LANE_LEFT
148.9,-3.19,-13.53,120.22,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
115.49,2.47,-4.79,115.92,CENTER,LOW,NONE,NO,DRY,RAIN,LEFT,MAINTAIN_SPEED
61.25,-0.43,-6.13,119.22,CENTER,LOW,GREEN,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
48.29,-0.12,11.47,98.54,RIGHT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
79.56,3.93,-18.48,58.84,CENTER,LOW,GREEN,YES,DRY,FOG,RIGHT,TURN_RIGHT
0.52,1.48,15.79,116.96,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
133.34,-2.58,-4.79,62.46,CENTER,MEDIUM,NONE,NO,WET,FOG,STRAIGHT,MAINTAIN_SPEED
5.56,-0.4,5.02,189.33,LEFT,MEDIUM,RED,YES,DRY,CLEAR,RIGHT,BRAKE
93.33,-0.59,1.27,98.59,LEFT,LOW,GREEN,NO,DRY,RAIN,LEFT,MAINTAIN_SPEED
60.31,-5.85,-9.54,20.14,CENTER,MEDIUM,RED,NO,DRY,CLEAR,LEFT,STOP
3.83,6.05,13.98,192.72,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
108.63,3.13,1.8,49.23,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
26.7,3.83,5.0,152.66,CENTER,MEDIUM,RED,NO,DRY,CLEAR,RIGHT,BRAKE
91.5,-2.15,-17.84,92.36,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
139.31,-4.16,-9.47,13.22,CENTER,LOW,RED,YES,DRY,CLEAR,STRAIGHT,STOP
149.05,-1.83,-17.82,36.82,CENTER,HIGH,GREEN,NO,DRY,FOG,LEFT,BRAKE
54.61,2.76,-23.44,81.86,CENTER,MEDIUM,NONE,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
76.13,1.47,-4.67,170.05,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
20.98,0.68,12.49,26.05,CENTER,HIGH,RED,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
35.78,-3.88,-11.04,46.53,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,LEFT,TURN_LEFT
149.6,-4.25,-9.2,122.64,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
15.67,-0.36,4.4,60.29,RIGHT,LOW,RED,NO,DRY,CLEAR,RIGHT,BRAKE
74.2,-0.77,-8.64,21.42,RIGHT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
116.91,-2.15,6.13,52.2,CENTER,MEDIUM,RED,YES,DRY,RAIN,STRAIGHT,STOP
120.52,-0.85,8.23,62.03,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
143.09,1.35,2.72,37.18,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
78.69,0.68,13.94,193.11,CENTER,LOW,RED,YES,WET,CLEAR,STRAIGHT,STOP
92.1,0.37,-2.79,100.22,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
108.27,1.85,20.18,109.82,CENTER,LOW,RED,YES,DRY,FOG,LEFT,STOP
101.98,-2.32,-15.66,128.98,RIGHT,MEDIUM,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
125.99,-1.58,-10.39,52.19,CENTER,LOW,RED,NO,WET,CLEAR,STRAIGHT,STOP
77.32,2.41,-7.24,77.63,CENTER,LOW,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
49.88,-0.14,1.55,56.87,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
136.57,0.48,-13.96,150.84,CENTER,MEDIUM,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
16.84,-0.26,-3.14,183.78,CENTER,MEDIUM,RED,NO,DRY,FOG,STRAIGHT,BRAKE
8.06,-0.72,3.9,40.78,CENTER,LOW,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
